全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
423220,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,東彼杵郡,ヒガシソノギグン,Higashisonogi-gun,川棚町,カワタナチョウ,Kawatana-cho,,,
423238,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,東彼杵郡,ヒガシソノギグン,Higashisonogi-gun,波佐見町,ハサミチョウ,Hasami-cho,,,
423831,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,北松浦郡,キタマツウラグン,Kitamatsura-gun,小値賀町,オヂカチョウ,Ojika-cho,,,
423912,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,北松浦郡,キタマツウラグン,Kitamatsura-gun,佐々町,サザチョウ,Saza-cho,,,
424111,長崎県,ナガサキケン,Nagasaki,1947-04-17,,,南松浦郡,ミナミマツウラグン,Minamimatsura-gun,新上五島町,シンカミゴトウチョウ,Shinkamigoto-cho,,,
430005,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,,,,,,
431001,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,,,
431010,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,中央区,チュウオウク,Chuo-ku
431028,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,東区,ヒガシク,Higashi-ku
431036,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,西区,ニシク,Nishi-ku
431044,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,南区,ミナミク,Minami-ku
431052,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,熊本市,クマモトシ,Kumamoto-shi,北区,キタク,Kita-ku
432024,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,八代市,ヤツシロシ,Yatsushiro-shi,,,
432032,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,人吉市,ヒトヨシシ,Hitoyoshi-shi,,,
432041,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,荒尾市,アラオシ,Arao-shi,,,
432059,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,水俣市,ミナマタシ,Minamata-shi,,,
432067,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,玉名市,タマナシ,Tamana-shi,,,
432083,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,山鹿市,ヤマガシ,Yamaga-shi,,,
432105,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,菊池市,キクチシ,Kikuchi-shi,,,
432113,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,宇土市,ウトシ,Uto-shi,,,
432121,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,上天草市,カミアマクサシ,Kamiamakusa-shi,,,
432130,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,宇城市,ウキシ,Uki-shi,,,
432148,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,阿蘇市,アソシ,Aso-shi,,,
432156,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,天草市,アマクサシ,Amakusa-shi,,,
432164,熊本県,クマモトケン,Kumamoto,1947-04-17,,,,,,合志市,コウシシ,Koshi-shi,,,
433489,熊本県,クマモトケン,Kumamoto,1947-04-17,,,下益城郡,シモマシキグン,Shimomashiki-gun,美里町,ミサトマチ,Misato-machi,,,
433641,熊本県,クマモトケン,Kumamoto,1947-04-17,,,玉名郡,タマナグン,Tamana-gun,玉東町,ギョクトウマチ,Gyokuto-machi,,,
433675,熊本県,クマモトケン,Kumamoto,1947-04-17,,,玉名郡,タマナグン,Tamana-gun,南関町,ナンカンマチ,Nankan-machi,,,
433683,熊本県,クマモトケン,Kumamoto,1947-04-17,,,玉名郡,タマナグン,Tamana-gun,長洲町,ナガスマチ,Nagasu-machi,,,
433691,熊本県,クマモトケン,Kumamoto,1947-04-17,,,玉名郡,タマナグン,Tamana-gun,和水町,ナゴミマチ,Nagomi-machi,,,
434035,熊本県,クマモトケン,Kumamoto,1947-04-17,,,菊池郡,キクチグン,Kikuchi-gun,大津町,オオヅマチ,Ozu-machi,,,
434043,熊本県,クマモトケン,Kumamoto,1947-04-17,,,菊池郡,キクチグン,Kikuchi-gun,菊陽町,キクヨウマチ,Kikuyo-machi,,,
434230,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,南小国町,ミナミオグニマチ,Minamioguni-machi,,,
434248,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,小国町,オグニマチ,Oguni-machi,,,
434256,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,産山村,ウブヤマムラ,Ubuyama-mura,,,
434281,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,高森町,タカモリマチ,Takamori-machi,,,
434329,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,西原村,ニシハラムラ,Nishihara-mura,,,
434337,熊本県,クマモトケン,Kumamoto,1947-04-17,,,阿蘇郡,アソグン,Aso-gun,南阿蘇村,ミナミアソムラ,Minamiaso-mura,,,
434418,熊本県,クマモトケン,Kumamoto,1947-04-17,,,上益城郡,カミマシキグン,Kamimashiki-gun,御船町,ミフネマチ,Mifune-machi,,,
434426,熊本県,クマモトケン,Kumamoto,1947-04-17,,,上益城郡,カミマシキグン,Kamimashiki-gun,嘉島町,カシママチ,Kashima-machi,,,
434434,熊本県,クマモトケン,Kumamoto,1947-04-17,,,上益城郡,カミマシキグン,Kamimashiki-gun,益城町,マシキマチ,Mashiki-machi,,,
434442,熊本県,クマモトケン,Kumamoto,1947-04-17,,,上益城郡,カミマシキグン,Kamimashiki-gun,甲佐町,コウサマチ,Kosa-machi,,,
434477,熊本県,クマモトケン,Kumamoto,1947-04-17,,,上益城郡,カミマシキグン,Kamimashiki-gun,山都町,ヤマトチョウ,Yamato-cho,,,
434680,熊本県,クマモトケン,Kumamoto,1947-04-17,,,八代郡,ヤツシログン,Yatsushiro-gun,氷川町,ヒカワチョウ,Hikawa-cho,,,
434825,熊本県,クマモトケン,Kumamoto,1947-04-17,,,葦北郡,アシキタグン,Ashikita-gun,芦北町,アシキタマチ,Ashikita-machi,,,
434841,熊本県,クマモトケン,Kumamoto,1947-04-17,,,葦北郡,アシキタグン,Ashikita-gun,津奈木町,ツナギマチ,Tsunagi-machi,,,
435015,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,錦町,ニシキマチ,Nishiki-machi,,,
435058,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,多良木町,タラギマチ,Taragi-machi,,,
435066,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,湯前町,ユノマエマチ,Yunomae-machi,,,
435074,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,水上村,ミズカミムラ,Mizukami-mura,,,
435104,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,相良村,サガラムラ,Sagara-mura,,,
435112,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,五木村,イツキムラ,Itsuki-mura,,,
435121,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,山江村,ヤマエムラ,Yamae-mura,,,
435139,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,球磨村,クマムラ,Kuma-mura,,,
435147,熊本県,クマモトケン,Kumamoto,1947-04-17,,,球磨郡,クマグン,Kuma-gun,あさぎり町,アサギリチョウ,Asagiri-cho,,,
435317,熊本県,クマモトケン,Kumamoto,1947-04-17,,,天草郡,アマクサグン,Amakusa-gun,苓北町,レイホクマチ,Reihoku-machi,,,
440001,大分県,オオイタケン,Oita,1947-04-17,,,,,,,,,,,
442011,大分県,オオイタケン,Oita,1947-04-17,,,,,,大分市,オオイタシ,Oita-shi,,,
442020,大分県,オオイタケン,Oita,1947-04-17,,,,,,別府市,ベップシ,Beppu-shi,,,
442038,大分県,オオイタケン,Oita,1947-04-17,,,,,,中津市,ナカツシ,Nakatsu-shi,,,
442046,大分県,オオイタケン,Oita,1947-04-17,,,,,,日田市,ヒタシ,Hita-shi,,,
442054,大分県,オオイタケン,Oita,1947-04-17,,,,,,佐伯市,サイキシ,Saiki-shi,,,
442062,大分県,オオイタケン,Oita,1947-04-17,,,,,,臼杵市,ウスキシ,Usuki-shi,,,
442071,大分県,オオイタケン,Oita,1947-04-17,,,,,,津久見市,ツクミシ,Tsukumi-shi,,,
442089,大分県,オオイタケン,Oita,1947-04-17,,,,,,竹田市,タケタシ,Taketa-shi,,,
442097,大分県,オオイタケン,Oita,1947-04-17,,,,,,豊後高田市,ブンゴタカダシ,Bungotakada-shi,,,
442101,大分県,オオイタケン,Oita,1947-04-17,,,,,,杵築市,キツキシ,Kitsuki-shi,,,
442119,大分県,オオイタケン,Oita,1947-04-17,,,,,,宇佐市,ウサシ,Usa-shi,,,
442127,大分県,オオイタケン,Oita,1947-04-17,,,,,,豊後大野市,ブンゴオオノシ,Bungoono-shi,,,
442135,大分県,オオイタケン,Oita,1947-04-17,,,,,,由布市,ユフシ,Yufu-shi,,,
442143,大分県,オオイタケン,Oita,1947-04-17,,,,,,国東市,クニサキシ,Kunisaki-shi,,,
443221,大分県,オオイタケン,Oita,1947-04-17,,,東国東郡,ヒガシクニサキグン,Higashikunisaki-gun,姫島村,ヒメシマムラ,Himeshima-mura,,,
443417,大分県,オオイタケン,Oita,1947-04-17,,,速見郡,ハヤミグン,Hayami-gun,日出町,ヒジマチ,Hiji-machi,,,
444618,大分県,オオイタケン,Oita,1947-04-17,,,玖珠郡,クスグン,Kusu-gun,九重町,ココノエマチ,Kokonoe-machi,,,
444626,大分県,オオイタケン,Oita,1947-04-17,,,玖珠郡,クスグン,Kusu-gun,玖珠町,クスマチ,Kusu-machi,,,
450006,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,,,,,,
452017,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,宮崎市,ミヤザキシ,Miyazaki-shi,,,
452025,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,都城市,ミヤコノジョウシ,Miyakonojo-shi,,,
452033,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,延岡市,ノベオカシ,Nobeoka-shi,,,
452041,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,日南市,ニチナンシ,Nichinan-shi,,,
452050,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,小林市,コバヤシシ,Kobayashi-shi,,,
452068,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,日向市,ヒュウガシ,Hyuga-shi,,,
452076,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,串間市,クシマシ,Kushima-shi,,,
452084,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,西都市,サイトシ,Saito-shi,,,
452092,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,,,,えびの市,エビノシ,Ebino-shi,,,
453412,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,北諸県郡,キタモロカタグン,Kitamorokata-gun,三股町,ミマタチョウ,Mimata-cho,,,
453617,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,西諸県郡,ニシモロカタグン,Nishimorokata-gun,高原町,タカハルチョウ,Takaharu-cho,,,
453820,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東諸県郡,ヒガシモロカタグン,Higashimorokata-gun,国富町,クニトミチョウ,Kunitomi-cho,,,
453838,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東諸県郡,ヒガシモロカタグン,Higashimorokata-gun,綾町,アヤチョウ,Aya-cho,,,
454010,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,高鍋町,タカナベチョウ,Takanabe-cho,,,
454028,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,新富町,シントミチョウ,Shintomi-cho,,,
454036,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,西米良村,ニシメラソン,Nishimera-son,,,
454044,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,木城町,キジョウチョウ,Kijo-cho,,,
454052,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,川南町,カワミナミチョウ,Kawaminami-cho,,,
454061,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,児湯郡,コユグン,Koyu-gun,都農町,ツノチョウ,Tsuno-cho,,,
454214,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,門川町,カドガワチョウ,Kadogawa-cho,,,
454290,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,諸塚村,モロツカソン,Morotsuka-son,,,
454303,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,椎葉村,シイバソン,Shiiba-son,,,
454311,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,美郷町,ミサトチョウ,Misato-cho,,,
454419,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,西臼杵郡,ニシウスキグン,Nishiusuki-gun,高千穂町,タカチホチョウ,Takachiho-cho,,,
454427,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,西臼杵郡,ニシウスキグン,Nishiusuki-gun,日之影町,ヒノカゲチョウ,Hinokage-cho,,,
454435,宮崎県,ミヤザキケン,Miyazaki,1947-04-17,,,西臼杵郡,ニシウスキグン,Nishiusuki-gun,五ヶ瀬町,ゴカセチョウ,Gokase-cho,,,
460001,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,,,,,,
462012,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,鹿児島市,カゴシマシ,Kagoshima-shi,,,
462039,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,鹿屋市,カノヤシ,Kanoya-shi,,,
462047,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,枕崎市,マクラザキシ,Makurazaki-shi,,,
462063,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,阿久根市,アクネシ,Akune-shi,,,
462080,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,出水市,イズミシ,Izumi-shi,,,
462101,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,指宿市,イブスキシ,Ibusuki-shi,,,
462136,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,西之表市,ニシノオモテシ,Nishinomote-shi,,,
462144,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,垂水市,タルミズシ,Tarumizu-shi,,,
462152,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,薩摩川内市,サツマセンダイシ,Satsumasendai-shi,,,
462161,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,日置市,ヒオキシ,Hioki-shi,,,
462179,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,曽於市,ソオシ,So-shi,,,
462187,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,霧島市,キリシマシ,Kirishima-shi,,,
462195,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,いちき串木野市,イチキクシキノシ,Ichikikushikino-shi,,,
462209,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,南さつま市,ミナミサツマシ,Minamisatsuma-shi,,,
462217,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,志布志市,シブシシ,Shibushi-shi,,,
462225,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,奄美市,アマミシ,Amami-shi,,,
462233,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,南九州市,ミナミキュウシュウシ,Minamikyushu-shi,,,
462241,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,伊佐市,イサシ,Isa-shi,,,
462250,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,,,,姶良市,アイラシ,Aira-shi,,,
463035,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,鹿児島郡,カゴシマグン,Kagoshima-gun,三島村,ミシマムラ,Mishima-mura,,,
463043,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,鹿児島郡,カゴシマグン,Kagoshima-gun,十島村,トシマムラ,Toshima-mura,,,
463922,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,薩摩郡,サツマグン,Satsuma-gun,さつま町,サツマチョウ,Satsuma-cho,,,
464040,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,出水郡,イズミグン,Izumi-gun,長島町,ナガシマチョウ,Nagashima-cho,,,
464520,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,姶良郡,アイラグン,Aira-gun,湧水町,ユウスイチョウ,Yusui-cho,,,
464686,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,曽於郡,ソオグン,So-gun,大崎町,オオサキチョウ,Osaki-cho,,,
464821,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,肝属郡,キモツキグン,Kimotsuki-gun,東串良町,ヒガシクシラチョウ,Higashikushira-cho,,,
464902,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,肝属郡,キモツキグン,Kimotsuki-gun,錦江町,キンコウチョウ,Kinko-cho,,,
464911,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,肝属郡,キモツキグン,Kimotsuki-gun,南大隅町,ミナミオオスミチョウ,Minamiosumi-cho,,,
464929,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,肝属郡,キモツキグン,Kimotsuki-gun,肝付町,キモツキチョウ,Kimotsuki-cho,,,
465011,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,熊毛郡,クマゲグン,Kumage-gun,中種子町,ナカタネチョウ,Nakatane-cho,,,
465020,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,熊毛郡,クマゲグン,Kumage-gun,南種子町,ミナミタネチョウ,Minamitane-cho,,,
465054,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,熊毛郡,クマゲグン,Kumage-gun,屋久島町,ヤクシマチョウ,Yakushima-cho,,,
465232,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,大和村,ヤマトソン,Yamato-son,,,
465241,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,宇検村,ウケンソン,Uken-son,,,
465259,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,瀬戸内町,セトウチチョウ,Setochi-cho,,,
465275,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,龍郷町,タツゴウチョウ,Tatsugo-cho,,,
465291,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,喜界町,キカイチョウ,Kikai-cho,,,
465305,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,徳之島町,トクノシマチョウ,Tokunoshima-cho,,,
465313,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,天城町,アマギチョウ,Amagi-cho,,,
465321,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,伊仙町,イセンチョウ,Isen-cho,,,
465330,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,和泊町,ワドマリチョウ,Wadomari-cho,,,
465348,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,知名町,チナチョウ,China-cho,,,
465356,鹿児島県,カゴシマケン,Kagoshima,1947-04-17,,,大島郡,オオシマグン,Oshima-gun,与論町,ヨロンチョウ,Yoron-cho,,,
470007,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,,,,,,
472018,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,那覇市,ナハシ,Naha-shi,,,
472051,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,宜野湾市,ギノワンシ,Ginowan-shi,,,
472077,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,石垣市,イシガキシ,Ishigaki-shi,,,
472085,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,浦添市,ウラソエシ,Urasoe-shi,,,
472093,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,名護市,ナゴシ,Nago-shi,,,
472107,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,糸満市,イトマンシ,Itoman-shi,,,
472115,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,沖縄市,オキナワシ,Okinawa-shi,,,
472123,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,豊見城市,トミグスクシ,Tomigusuku-shi,,,
472131,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,うるま市,ウルマシ,Uruma-shi,,,
472140,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,宮古島市,ミヤコジマシ,Miyakojima-shi,,,
472158,沖縄県,オキナワケン,Okinawa,1947-04-17,,,,,,南城市,ナンジョウシ,Nanjo-shi,,,
473014,沖縄県,オキナワケン,Okinawa,1947-04-17,,,国頭郡,クニガミグン,Kunigami-gun,国頭村,クニガミソン,Kunigami-son,,,
473022,沖縄県,オキナワケン,Okinawa,1947-04-17,,,国頭郡,クニガミグン,Kunigami-gun,大宜味村,オオギミソン,Ogimi-son,,,
473031,沖縄県,オキナワケン,Okinawa,1947-04-17,,,国頭郡,クニガミグン,Kunigami-gun,東村,ヒガシソン,Higashi-son,,,
473065,沖縄県,オキナワケン,Okinawa,1947-04-17,,,国頭郡,クニガミグン,Kunigami-gun,今帰仁村,ナキジンソン,Nakijin-son,,,
473081,沖縄県,オキナワケン,Okinawa,1947-04-17,,,国頭郡,クニガミグン,Kunigami-gun,本部町,モトブチョウ,Motobu-cho,,,
