全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
194239,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,南都留郡,ミナミツルグン,Minamitsuru-gun,西桂町,ニシカツラチョウ,Nishikatsura-cho,,,
194247,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,南都留郡,ミナミツルグン,Minamitsuru-gun,忍野村,オシノムラ,Oshino-mura,,,
194255,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,南都留郡,ミナミツルグン,Minamitsuru-gun,山中湖村,ヤマナカコムラ,Yamanakako-mura,,,
194298,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,南都留郡,ミナミツルグン,Minamitsuru-gun,鳴沢村,ナルサワムラ,Narusawa-mura,,,
194301,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,南都留郡,ミナミツルグン,Minamitsuru-gun,富士河口湖町,フジカワグチコマチ,Fujikawaguchiko-machi,,,
194425,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,北都留郡,キタツルグン,Kitatsuru-gun,小菅村,コスゲムラ,Kosuge-mura,,,
194433,山梨県,ヤマナシケン,Yamanashi,1947-04-17,,,北都留郡,キタツルグン,Kitatsuru-gun,丹波山村,タバヤマムラ,Tabayama-mura,,,
200000,長野県,ナガノケン,Nagano,1947-04-17,,,,,,,,,,,
202011,長野県,ナガノケン,Nagano,1947-04-17,,,,,,長野市,ナガノシ,Nagano-shi,,,
202029,長野県,ナガノケン,Nagano,1947-04-17,,,,,,松本市,マツモトシ,Matsumoto-shi,,,
202037,長野県,ナガノケン,Nagano,1947-04-17,,,,,,上田市,ウエダシ,Ueda-shi,,,
202045,長野県,ナガノケン,Nagano,1947-04-17,,,,,,岡谷市,オカヤシ,Okaya-shi,,,
202053,長野県,ナガノケン,Nagano,1947-04-17,,,,,,飯田市,イイダシ,Iida-shi,,,
202061,長野県,ナガノケン,Nagano,1947-04-17,,,,,,諏訪市,スワシ,Suwa-shi,,,
202070,長野県,ナガノケン,Nagano,1947-04-17,,,,,,須坂市,スザカシ,Suzaka-shi,,,
202088,長野県,ナガノケン,Nagano,1947-04-17,,,,,,小諸市,コモロシ,Komoro-shi,,,
202096,長野県,ナガノケン,Nagano,1947-04-17,,,,,,伊那市,イナシ,Ina-shi,,,
202100,長野県,ナガノケン,Nagano,1947-04-17,,,,,,駒ヶ根市,コマガネシ,Komagane-shi,,,
202118,長野県,ナガノケン,Nagano,1947-04-17,,,,,,中野市,ナカノシ,Nakano-shi,,,
202126,長野県,ナガノケン,Nagano,1947-04-17,,,,,,大町市,オオマチシ,Omachi-shi,,,
202134,長野県,ナガノケン,Nagano,1947-04-17,,,,,,飯山市,イイヤマシ,Iiyama-shi,,,
202142,長野県,ナガノケン,Nagano,1947-04-17,,,,,,茅野市,チノシ,Chino-shi,,,
202151,長野県,ナガノケン,Nagano,1947-04-17,,,,,,塩尻市,シオジリシ,Shiojiri-shi,,,
202177,長野県,ナガノケン,Nagano,1947-04-17,,,,,,佐久市,サクシ,Saku-shi,,,
202185,長野県,ナガノケン,Nagano,1947-04-17,,,,,,千曲市,チクマシ,Chikuma-shi,,,
202193,長野県,ナガノケン,Nagano,1947-04-17,,,,,,東御市,トウミシ,Tomi-shi,,,
202207,長野県,ナガノケン,Nagano,1947-04-17,,,,,,安曇野市,アヅミノシ,Azumino-shi,,,
203033,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,小海町,コウミマチ,Komi-machi,,,
203041,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,川上村,カワカミムラ,Kawakami-mura,,,
203050,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,南牧村,ミナミマキムラ,Minamimaki-mura,,,
203068,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,南相木村,ミナミアイキムラ,Minamiaiki-mura,,,
203076,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,北相木村,キタアイキムラ,Kitaaiki-mura,,,
203092,長野県,ナガノケン,Nagano,1947-04-17,,,南佐久郡,ミナミサクグン,Minamisaku-gun,佐久穂町,サクホマチ,Sakuho-machi,,,
203211,長野県,ナガノケン,Nagano,1947-04-17,,,北佐久郡,キタサクグン,Kitasaku-gun,軽井沢町,カルイザワマチ,Karuizawa-machi,,,
203238,長野県,ナガノケン,Nagano,1947-04-17,,,北佐久郡,キタサクグン,Kitasaku-gun,御代田町,ミヨタマチ,Miyota-machi,,,
203246,長野県,ナガノケン,Nagano,1947-04-17,,,北佐久郡,キタサクグン,Kitasaku-gun,立科町,タテシナマチ,Tateshina-machi,,,
203491,長野県,ナガノケン,Nagano,1947-04-17,,,小県郡,チイサガタグン,Chiisagata-gun,青木村,アオキムラ,Aoki-mura,,,
203505,長野県,ナガノケン,Nagano,1947-04-17,,,小県郡,チイサガタグン,Chiisagata-gun,長和町,ナガワマチ,Nagawa-machi,,,
203611,長野県,ナガノケン,Nagano,1947-04-17,,,諏訪郡,スワグン,Suwa-gun,下諏訪町,シモスワマチ,Shimosuwa-machi,,,
203629,長野県,ナガノケン,Nagano,1947-04-17,,,諏訪郡,スワグン,Suwa-gun,富士見町,フジミマチ,Fujimi-machi,,,
203637,長野県,ナガノケン,Nagano,1947-04-17,,,諏訪郡,スワグン,Suwa-gun,原村,ハラムラ,Hara-mura,,,
203823,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,辰野町,タツノマチ,Tatsuno-machi,,,
203831,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,箕輪町,ミノワマチ,Minowa-machi,,,
203840,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,飯島町,イイジママチ,Iijima-machi,,,
203858,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,南箕輪村,ミナミミノワムラ,Minamiminowa-mura,,,
203866,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,中川村,ナカガワムラ,Nakagawa-mura,,,
203882,長野県,ナガノケン,Nagano,1947-04-17,,,上伊那郡,カミイナグン,Kamiina-gun,宮田村,ミヤダムラ,Miyada-mura,,,
204021,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,松川町,マツカワマチ,Matsukawa-machi,,,
204030,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,高森町,タカモリマチ,Takamori-machi,,,
204048,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,阿南町,アナンチョウ,Anan-cho,,,
204072,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,阿智村,アチムラ,Achi-mura,,,
204099,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,平谷村,ヒラヤムラ,Hiraya-mura,,,
204102,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,根羽村,ネバムラ,Neba-mura,,,
204111,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,下條村,シモジョウムラ,Shimojo-mura,,,
204129,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,売木村,ウルギムラ,Urugi-mura,,,
204137,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,天龍村,テンリュウムラ,Tenryu-mura,,,
204145,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,泰阜村,ヤスオカムラ,Yasuoka-mura,,,
204153,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,喬木村,タカギムラ,Takagi-mura,,,
204161,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,豊丘村,トヨオカムラ,Toyoka-mura,,,
204170,長野県,ナガノケン,Nagano,1947-04-17,,,下伊那郡,シモイナグン,Shimoina-gun,大鹿村,オオシカムラ,Oshika-mura,,,
204226,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,上松町,アゲマツマチ,Agematsu-machi,,,
204234,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,南木曽町,ナギソマチ,Nagiso-machi,,,
204251,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,木祖村,キソムラ,Kiso-mura,,,
204293,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,王滝村,オウタキムラ,Otaki-mura,,,
204307,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,大桑村,オオクワムラ,Okuwa-mura,,,
204323,長野県,ナガノケン,Nagano,1947-04-17,,,木曽郡,キソグン,Kiso-gun,木曽町,キソマチ,Kiso-machi,,,
204463,長野県,ナガノケン,Nagano,1947-04-17,,,東筑摩郡,ヒガシチクマグン,Higashichikuma-gun,麻績村,オミムラ,Omi-mura,,,
204480,長野県,ナガノケン,Nagano,1947-04-17,,,東筑摩郡,ヒガシチクマグン,Higashichikuma-gun,生坂村,イクサカムラ,Ikusaka-mura,,,
204501,長野県,ナガノケン,Nagano,1947-04-17,,,東筑摩郡,ヒガシチクマグン,Higashichikuma-gun,山形村,ヤマガタムラ,Yamagata-mura,,,
204510,長野県,ナガノケン,Nagano,1947-04-17,,,東筑摩郡,ヒガシチクマグン,Higashichikuma-gun,朝日村,アサヒムラ,Asahi-mura,,,
204528,長野県,ナガノケン,Nagano,1947-04-17,,,東筑摩郡,ヒガシチクマグン,Higashichikuma-gun,筑北村,チクホクムラ,Chikuhoku-mura,,,
204811,長野県,ナガノケン,Nagano,1947-04-17,,,北安曇郡,キタアヅミグン,Kitaazumi-gun,池田町,イケダマチ,Ikeda-machi,,,
204820,長野県,ナガノケン,Nagano,1947-04-17,,,北安曇郡,キタアヅミグン,Kitaazumi-gun,松川村,マツカワムラ,Matsukawa-mura,,,
204854,長野県,ナガノケン,Nagano,1947-04-17,,,北安曇郡,キタアヅミグン,Kitaazumi-gun,白馬村,ハクバムラ,Hakuba-mura,,,
204862,長野県,ナガノケン,Nagano,1947-04-17,,,北安曇郡,キタアヅミグン,Kitaazumi-gun,小谷村,オタリムラ,Otari-mura,,,
205214,長野県,ナガノケン,Nagano,1947-04-17,,,埴科郡,ハニシナグン,Hanishina-gun,坂城町,サカキマチ,Sakaki-machi,,,
205419,長野県,ナガノケン,Nagano,1947-04-17,,,上高井郡,カミタカイグン,Kamitakai-gun,小布施町,オブセマチ,Obuse-machi,,,
205435,長野県,ナガノケン,Nagano,1947-04-17,,,上高井郡,カミタカイグン,Kamitakai-gun,高山村,タカヤマムラ,Takayama-mura,,,
205613,長野県,ナガノケン,Nagano,1947-04-17,,,下高井郡,シモタカイグン,Shimotakai-gun,山ノ内町,ヤマノウチマチ,Yamanochi-machi,,,
205621,長野県,ナガノケン,Nagano,1947-04-17,,,下高井郡,シモタカイグン,Shimotakai-gun,木島平村,キジマダイラムラ,Kijimadaira-mura,,,
205630,長野県,ナガノケン,Nagano,1947-04-17,,,下高井郡,シモタカイグン,Shimotakai-gun,野沢温泉村,ノザワオンセンムラ,Nozawaonsen-mura,,,
205834,長野県,ナガノケン,Nagano,1947-04-17,,,上水内郡,カミミノチグン,Kamiminochi-gun,信濃町,シナノマチ,Shinano-machi,,,
205885,長野県,ナガノケン,Nagano,1947-04-17,,,上水内郡,カミミノチグン,Kamiminochi-gun,小川村,オガワムラ,Ogawa-mura,,,
205907,長野県,ナガノケン,Nagano,1947-04-17,,,上水内郡,カミミノチグン,Kamiminochi-gun,飯綱町,イイヅナマチ,Iizuna-machi,,,
206024,長野県,ナガノケン,Nagano,1947-04-17,,,下水内郡,シモミノチグン,Shimominochi-gun,栄村,サカエムラ,Sakae-mura,,,
210005,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,,,,,,
212016,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,岐阜市,ギフシ,Gifu-shi,,,
212024,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,大垣市,オオガキシ,Ogaki-shi,,,
212032,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,高山市,タカヤマシ,Takayama-shi,,,
212041,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,多治見市,タジミシ,Tajimi-shi,,,
212059,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,関市,セキシ,Seki-shi,,,
212067,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,中津川市,ナカツガワシ,Nakatsugawa-shi,,,
212075,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,美濃市,ミノシ,Mino-shi,,,
212083,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,瑞浪市,ミズナミシ,Mizunami-shi,,,
212091,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,羽島市,ハシマシ,Hashima-shi,,,
212105,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,恵那市,エナシ,Ena-shi,,,
212113,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,美濃加茂市,ミノカモシ,Minokamo-shi,,,
212121,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,土岐市,トキシ,Toki-shi,,,
212130,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,各務原市,カカミガハラシ,Kakamigahara-shi,,,
212148,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,可児市,カニシ,Kani-shi,,,
212156,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,山県市,ヤマガタシ,Yamagata-shi,,,
212164,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,瑞穂市,ミズホシ,Mizuho-shi,,,
212172,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,飛騨市,ヒダシ,Hida-shi,,,
212181,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,本巣市,モトスシ,Motosu-shi,,,
212199,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,郡上市,グジョウシ,Gujo-shi,,,
212202,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,下呂市,ゲロシ,Gero-shi,,,
212211,岐阜県,ギフケン,Gifu,1947-04-17,,,,,,海津市,カイヅシ,Kaizu-shi,,,
213021,岐阜県,ギフケン,Gifu,1947-04-17,,,羽島郡,ハシマグン,Hashima-gun,岐南町,ギナンチョウ,Ginan-cho,,,
213039,岐阜県,ギフケン,Gifu,1947-04-17,,,羽島郡,ハシマグン,Hashima-gun,笠松町,カサマツチョウ,Kasamatsu-cho,,,
213411,岐阜県,ギフケン,Gifu,1947-04-17,,,養老郡,ヨウロウグン,Yoro-gun,養老町,ヨウロウチョウ,Yoro-cho,,,
213616,岐阜県,ギフケン,Gifu,1947-04-17,,,不破郡,フワグン,Fuwa-gun,垂井町,タルイチョウ,Tarui-cho,,,
213624,岐阜県,ギフケン,Gifu,1947-04-17,,,不破郡,フワグン,Fuwa-gun,関ケ原町,セキガハラチョウ,Sekigahara-cho,,,
213811,岐阜県,ギフケン,Gifu,1947-04-17,,,安八郡,アンパチグン,Ampachi-gun,神戸町,ゴウドチョウ,Godo-cho,,,
213829,岐阜県,ギフケン,Gifu,1947-04-17,,,安八郡,アンパチグン,Ampachi-gun,輪之内町,ワノウチチョウ,Wanochi-cho,,,
213837,岐阜県,ギフケン,Gifu,1947-04-17,,,安八郡,アンパチグン,Ampachi-gun,安八町,アンパチチョウ,Ampachi-cho,,,
214019,岐阜県,ギフケン,Gifu,1947-04-17,,,揖斐郡,イビグン,Ibi-gun,揖斐川町,イビガワチョウ,Ibigawa-cho,,,
214035,岐阜県,ギフケン,Gifu,1947-04-17,,,揖斐郡,イビグン,Ibi-gun,大野町,オオノチョウ,Ono-cho,,,
214043,岐阜県,ギフケン,Gifu,1947-04-17,,,揖斐郡,イビグン,Ibi-gun,池田町,イケダチョウ,Ikeda-cho,,,
214213,岐阜県,ギフケン,Gifu,1947-04-17,,,本巣郡,モトスグン,Motosu-gun,北方町,キタガタチョウ,Kitagata-cho,,,
215015,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,坂祝町,サカホギチョウ,Sakahogi-cho,,,
215023,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,富加町,トミカチョウ,Tomika-cho,,,
215031,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,川辺町,カワベチョウ,Kawabe-cho,,,
215040,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,七宗町,ヒチソウチョウ,Hichiso-cho,,,
215058,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,八百津町,ヤオツチョウ,Yaotsu-cho,,,
215066,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,白川町,シラカワチョウ,Shirakawa-cho,,,
215074,岐阜県,ギフケン,Gifu,1947-04-17,,,加茂郡,カモグン,Kamo-gun,東白川村,ヒガシシラカワムラ,Higashishirakawa-mura,,,
215210,岐阜県,ギフケン,Gifu,1947-04-17,,,可児郡,カニグン,Kani-gun,御嵩町,ミタケチョウ,Mitake-cho,,,
216046,岐阜県,ギフケン,Gifu,1947-04-17,,,大野郡,オオノグン,Ono-gun,白川村,シラカワムラ,Shirakawa-mura,,,
220001,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,,,,,,
221007,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,静岡市,シズオカシ,Shizuoka-shi,,,
221015,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,静岡市,シズオカシ,Shizuoka-shi,葵区,アオイク,Aoi-ku
221023,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,静岡市,シズオカシ,Shizuoka-shi,駿河区,スルガク,Suruga-ku
221031,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,静岡市,シズオカシ,Shizuoka-shi,清水区,シミズク,Shimizu-ku
221309,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,,,
221317,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,中区,ナカク,Naka-ku
221325,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,東区,ヒガシク,Higashi-ku
221333,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,西区,ニシク,Nishi-ku
221341,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,南区,ミナミク,Minami-ku
221350,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,北区,キタク,Kita-ku
221368,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,浜北区,ハマキタク,Hamakita-ku
221376,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,浜松市,ハママツシ,Hamamatsu-shi,天竜区,テンリュウク,Tenryu-ku
222038,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,沼津市,ヌマヅシ,Numazu-shi,,,
222054,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,熱海市,アタミシ,Atami-shi,,,
222062,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,三島市,ミシマシ,Mishima-shi,,,
222071,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,富士宮市,フジノミヤシ,Fujinomiya-shi,,,
222089,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,伊東市,イトウシ,Ito-shi,,,
222097,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,島田市,シマダシ,Shimada-shi,,,
222101,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,富士市,フジシ,Fuji-shi,,,
222119,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,磐田市,イワタシ,Iwata-shi,,,
222127,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,焼津市,ヤイヅシ,Yaizu-shi,,,
222135,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,掛川市,カケガワシ,Kakegawa-shi,,,
222143,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,藤枝市,フジエダシ,Fujieda-shi,,,
222151,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,御殿場市,ゴテンバシ,Gotemba-shi,,,
222160,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,袋井市,フクロイシ,Fukuroi-shi,,,
222194,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,下田市,シモダシ,Shimoda-shi,,,
222208,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,裾野市,スソノシ,Susono-shi,,,
222216,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,湖西市,コサイシ,Kosai-shi,,,
222224,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,伊豆市,イズシ,Izu-shi,,,
222232,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,御前崎市,オマエザキシ,Omaezaki-shi,,,
222241,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,菊川市,キクガワシ,Kikugawa-shi,,,
222259,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,伊豆の国市,イズノクニシ,Izunokuni-shi,,,
222267,静岡県,シズオカケン,Shizuoka,1947-04-17,,,,,,牧之原市,マキノハラシ,Makinohara-shi,,,
223018,静岡県,シズオカケン,Shizuoka,1947-04-17,,,賀茂郡,カモグン,Kamo-gun,東伊豆町,ヒガシイズチョウ,Higashiizu-cho,,,
223026,静岡県,シズオカケン,Shizuoka,1947-04-17,,,賀茂郡,カモグン,Kamo-gun,河津町,カワヅチョウ,Kawazu-cho,,,
223042,静岡県,シズオカケン,Shizuoka,1947-04-17,,,賀茂郡,カモグン,Kamo-gun,南伊豆町,ミナミイズチョウ,Minamiizu-cho,,,
223051,静岡県,シズオカケン,Shizuoka,1947-04-17,,,賀茂郡,カモグン,Kamo-gun,松崎町,マツザキチョウ,Matsuzaki-cho,,,
223069,静岡県,シズオカケン,Shizuoka,1947-04-17,,,賀茂郡,カモグン,Kamo-gun,西伊豆町,ニシイズチョウ,Nishiizu-cho,,,
223255,静岡県,シズオカケン,Shizuoka,1947-04-17,,,田方郡,タガタグン,Tagata-gun,函南町,カンナミチョウ,Kannami-cho,,,
223417,静岡県,シズオカケン,Shizuoka,1947-04-17,,,駿東郡,スントウグン,Sunto-gun,清水町,シミズチョウ,Shimizu-cho,,,
223425,静岡県,シズオカケン,Shizuoka,1947-04-17,,,駿東郡,スントウグン,Sunto-gun,長泉町,ナガイズミチョウ,Nagaizumi-cho,,,
223441,静岡県,シズオカケン,Shizuoka,1947-04-17,,,駿東郡,スントウグン,Sunto-gun,小山町,オヤマチョウ,Oyama-cho,,,
224243,静岡県,シズオカケン,Shizuoka,1947-04-17,,,榛原郡,ハイバラグン,Haibara-gun,吉田町,ヨシダチョウ,Yoshida-cho,,,
224294,静岡県,シズオカケン,Shizuoka,1947-04-17,,,榛原郡,ハイバラグン,Haibara-gun,川根本町,カワネホンチョウ,Kawanehon-cho,,,
224618,静岡県,シズオカケン,Shizuoka,1947-04-17,,,周智郡,シュウチグン,Shuchi-gun,森町,モリマチ,Mori-machi,,,
230006,愛知県,アイチケン,Aichi,1947-04-17,,,,,,,,,,,
231002,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,,,
231011,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,千種区,チクサク,Chikusa-ku
231029,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,東区,ヒガシク,Higashi-ku
231037,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,北区,キタク,Kita-ku
231045,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,西区,ニシク,Nishi-ku
231053,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,中村区,ナカムラク,Nakamura-ku
231061,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,中区,ナカク,Naka-ku
231070,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,昭和区,ショウワク,Showa-ku
231088,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,瑞穂区,ミズホク,Mizuho-ku
231096,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,熱田区,アツタク,Atsuta-ku
231100,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,中川区,ナカガワク,Nakagawa-ku
231118,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,港区,ミナトク,Minato-ku
231126,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,南区,ミナミク,Minami-ku
231134,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,守山区,モリヤマク,Moriyama-ku
231142,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,緑区,ミドリク,Midori-ku
231151,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,名東区,メイトウク,Meito-ku
231169,愛知県,アイチケン,Aichi,1947-04-17,,,,,,名古屋市,ナゴヤシ,Nagoya-shi,天白区,テンパクク,Tempaku-ku
232017,愛知県,アイチケン,Aichi,1947-04-17,,,,,,豊橋市,トヨハシシ,Toyohashi-shi,,,
232025,愛知県,アイチケン,Aichi,1947-04-17,,,,,,岡崎市,オカザキシ,Okazaki-shi,,,
232033,愛知県,アイチケン,Aichi,1947-04-17,,,,,,一宮市,イチノミヤシ,Ichinomiya-shi,,,
232041,愛知県,アイチケン,Aichi,1947-04-17,,,,,,瀬戸市,セトシ,Seto-shi,,,
232050,愛知県,アイチケン,Aichi,1947-04-17,,,,,,半田市,ハンダシ,Handa-shi,,,
232068,愛知県,アイチケン,Aichi,1947-04-17,,,,,,春日井市,カスガイシ,Kasugai-shi,,,
232076,愛知県,アイチケン,Aichi,1947-04-17,,,,,,豊川市,トヨカワシ,Toyokawa-shi,,,
232084,愛知県,アイチケン,Aichi,1947-04-17,,,,,,津島市,ツシマシ,Tsushima-shi,,,
232092,愛知県,アイチケン,Aichi,1947-04-17,,,,,,碧南市,ヘキナンシ,Hekinan-shi,,,
232106,愛知県,アイチケン,Aichi,1947-04-17,,,,,,刈谷市,カリヤシ,Kariya-shi,,,
232114,愛知県,アイチケン,Aichi,1947-04-17,,,,,,豊田市,トヨタシ,Toyota-shi,,,
232122,愛知県,アイチケン,Aichi,1947-04-17,,,,,,安城市,アンジョウシ,Anjo-shi,,,
